StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
35848,4.98,5.46,5.38,5.05,5.35,4.79,4.58,4.66,5.06,69.5,1,1,0.0,0,0,51.4,2.2,20.5,37.2,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
35849,10.0,10.0,9.73,9.9,10.0,10.0,10.0,10.0,10.0,77.5,1,3,3.0,3,1,61.6,5.0,67.6,55.40852962724507,1,18.9,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35850,9.38,9.52,9.53,8.95,9.16,9.4,9.69,9.89,9.6,86.5,2,4,2.0,4,2,70.2,3.2,63.0,76.6,0,18.39,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35851,8.1,8.19,8.25,8.13,8.59,8.72,8.67,7.92,8.41,88.7,2,3,1.8044691509931448,3,0,86.7,3.8,88.4,73.3,0,18.61,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
35852,6.66,6.12,5.83,6.31,6.66,6.53,6.85,6.35,6.25,69.2,1,3,2.0,1,0,62.3,3.1,61.8,52.2,0,3.88,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.2031315364847905
35853,4.85,5.15,4.08,4.77,4.72,4.89,4.64,4.51,4.66,63.6,0,0,0.0,0,0,49.2,2.7,27.3,30.2,0,0.0,0,0,0.6553077968490462,0.6529160739687055,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
35854,5.49,5.46,6.06,5.42,5.88,4.82,5.44,4.92,5.45,71.1,1,0,0.0,1,0,47.7,1.7,25.9,28.8,0,0.0,0,0,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.2031315364847905
35855,6.61,6.29,6.85,6.39,6.79,6.92,6.3,5.89,6.38,59.8,0,0,0.0,0,0,42.6,2.3,20.4,28.1,0,0.0,0,0,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
35856,4.25,4.35,4.49,4.49,4.31,4.01,4.0,4.0,4.33,58.7,0,1,1.0,0,0,50.7,2.3,27.8,27.4,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.2031315364847905
35857,6.23,5.06,5.8,5.75,5.65,5.41,5.78,5.53,5.58,68.2,0,0,0.0,1,0,52.9,2.8,28.6,29.2,0,0.0,0,0,0.6553077968490462,0.6597051597051597,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.2031315364847905
35858,7.46,6.64,7.41,7.99,7.35,7.11,7.1,7.22,7.34,70.9,2,2,1.8044691509931448,2,1,78.7,2.6,57.1,59.2,0,8.32,0,1,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
35859,6.86,6.5,6.25,6.54,6.13,6.07,6.14,6.43,6.28,50.7,0,0,1.0,0,1,55.7,1.6,32.4,32.2,1,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.3022949379598111,0.2031315364847905
35860,6.67,6.89,6.65,6.62,6.85,6.52,6.53,7.21,6.78,79.2,1,3,2.0,1,0,80.5,3.8,54.7,52.5,0,8.45,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
35861,7.32,7.52,7.23,7.97,7.7,7.46,7.48,7.73,7.39,87.9,1,3,2.0,2,1,91.0,3.7,92.4,70.7,1,8.72,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
35862,8.67,8.47,8.6,8.79,8.4,8.75,9.29,8.3,8.59,78.2,2,4,1.8044691509931448,4,1,75.1,4.0,57.41127296699558,77.9,0,18.02,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
35863,9.03,9.04,9.26,9.1,9.04,8.93,9.02,9.22,9.0,100.0,3,3,2.0,3,2,69.7,4.0,68.2,55.40852962724507,1,18.88,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
35864,8.3,8.65,8.56,9.01,8.98,8.85,8.51,8.61,8.76,95.7,1,2,2.0,2,0,75.3,2.8,46.5,54.3,1,18.72,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35865,7.8,7.94,8.29,7.74,8.08,8.21,8.28,7.8,7.99,76.0,1,3,0.0,2,1,56.2,2.5,57.5,46.4,0,8.88,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
35866,8.25,8.29,8.84,8.48,8.17,8.63,8.4,8.45,8.29,86.7,2,3,3.0,3,2,68.85926127341149,3.6,68.6,55.40852962724507,1,18.04,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35867,7.41,7.46,7.81,7.88,8.07,8.1,7.79,7.76,7.84,75.9,1,1,1.8044691509931448,2,1,68.85926127341149,3.4,51.3,49.8,1,9.2,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.7792716749065477
35868,7.13,7.25,8.12,7.92,7.9,8.01,8.04,8.18,7.8,95.3,2,3,3.0,4,1,86.0,3.1,96.4,69.5,1,8.18,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
35869,5.98,6.26,5.85,6.21,5.83,6.21,5.56,5.39,5.93,62.5,1,1,0.0,1,0,49.5,2.2,33.2,30.1,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.3022949379598111,0.2031315364847905
35870,6.76,6.73,6.37,6.98,6.53,6.57,6.34,6.74,6.59,78.4,1,1,2.0,2,1,71.8,2.3,48.8,46.7,1,8.16,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
35871,6.19,6.81,6.45,6.35,6.65,6.59,6.53,6.05,6.41,60.0,0,1,0.0,1,1,45.3,2.1,29.5,31.9,0,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
35872,9.27,9.14,9.15,9.89,9.23,9.35,9.43,9.41,9.29,100.0,2,4,2.0,3,2,68.85926127341149,3.0,62.9,88.6,1,18.59,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35873,5.81,5.99,6.42,5.58,6.07,5.81,5.81,5.76,6.05,55.0,0,0,1.0,0,0,48.9,3.154210956663942,25.4,55.40852962724507,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.2031315364847905
35874,9.09,9.95,10.0,9.65,9.35,9.35,9.55,10.0,9.69,76.4,1,5,3.0,3,2,86.5,5.0,90.4,79.7,1,25.15,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
35875,7.72,7.88,8.28,8.2,7.68,8.09,8.06,7.47,8.0,64.4,1,2,2.0,2,1,70.5,3.4,53.6,53.6,1,9.32,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
35876,7.92,7.86,7.55,7.6,7.4,7.89,7.79,7.44,7.57,78.2,0,1,2.0,2,0,68.85926127341149,2.6,43.0,49.8,0,0.0,0,0,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
35877,5.9,5.6,5.79,6.01,5.5,5.35,6.23,5.25,5.76,68.5,1,1,1.0,2,1,69.0,3.0,68.3,38.3,1,4.7,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
35878,4.27,5.24,4.66,4.89,4.54,5.26,4.64,4.38,4.67,59.8,0,1,0.0,1,0,47.1,2.0,35.9,31.9,1,0.0,0,0,0.6553077968490462,0.6597051597051597,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
35879,6.08,7.22,6.83,6.94,6.91,6.85,6.67,7.16,6.79,80.8,0,3,1.0,2,0,68.1,3.1,60.2,55.1,0,8.49,0,1,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
35880,7.55,7.83,6.98,7.18,7.36,6.79,6.58,6.68,7.09,54.0,0,0,1.0,1,1,49.8,1.2,28.7,36.6,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
35881,7.35,7.12,6.5,6.7,7.16,7.19,7.16,7.12,7.08,97.3,1,3,3.0,2,1,87.6,4.8,77.8,79.4,1,8.92,0,1,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
35882,6.68,6.44,6.52,6.77,6.6,7.38,7.33,7.0,6.8,80.1,1,1,1.0,1,1,59.9,2.6,41.9,42.1,1,8.66,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068692,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
35883,8.6,8.45,8.79,8.91,9.02,8.87,8.75,9.07,8.96,91.0,1,1,1.0,1,0,63.3,2.9,51.8,56.2,0,18.18,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.9910676817936576
35884,8.19,8.24,8.55,8.51,8.26,8.27,8.08,8.71,8.41,95.7,2,3,3.0,3,1,80.3,4.3,83.3,55.40852962724507,1,18.92,0,1,0.6553077968490462,0.6553480475382003,0.9081480429068692,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35885,6.16,5.23,6.08,6.01,6.2,6.14,6.0,5.6,5.82,63.3,1,1,0.0,1,0,68.85926127341149,2.1,57.41127296699558,33.8,1,0.0,0,0,0.6583148043673049,0.6609427609427609,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
35886,6.79,6.55,6.61,6.32,6.53,6.51,6.18,6.76,6.28,62.0,1,2,2.0,2,0,71.3,2.6,56.9,42.7,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.651540003644979,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
35887,7.59,7.45,7.71,6.87,8.13,7.43,7.58,7.7,7.56,83.6,1,2,2.0,1,1,61.2,3.4,55.3,54.4,0,8.31,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
35888,8.7,8.67,8.12,7.93,8.68,8.82,8.94,8.06,8.49,84.9,1,2,1.0,2,1,50.3,2.4,59.0,63.8,1,18.72,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35889,5.91,5.76,5.72,6.56,6.44,6.04,5.7,5.7,5.81,65.6,1,2,1.0,3,1,68.4,3.0,57.3,51.8,0,0.0,0,0,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
35890,9.52,9.85,9.66,9.95,9.34,9.97,9.99,10.0,9.87,93.6,2,3,3.0,3,1,90.2,4.0,79.3,73.8,1,25.79,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35891,7.0,7.77,8.06,7.1,6.41,7.65,7.0,7.94,7.24,78.5,1,3,1.0,1,0,64.5,3.154210956663942,46.1,53.8,0,8.43,0,1,0.6553077968490462,0.6506528701650652,0.9081480429068692,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.7792716749065477
35892,9.74,8.92,9.03,9.39,9.68,9.47,9.92,8.86,9.15,83.6,2,2,1.8044691509931448,2,0,61.4,2.2,53.5,53.6,1,18.02,0,1,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
35893,8.04,7.24,7.99,7.32,7.94,8.32,7.35,7.28,7.73,60.7,1,1,0.0,0,0,50.6,1.7,29.3,31.7,0,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.7792716749065477
35894,9.57,9.42,10.0,9.41,10.0,10.0,9.39,9.94,9.83,90.9,2,4,3.0,3,2,80.8,4.0,89.5,86.4,1,25.2,0,1,0.6553077968490462,0.6605866403746611,0.9081480429068692,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35895,5.15,4.92,5.11,5.27,5.32,4.97,4.95,5.66,4.99,80.2,0,3,1.0,1,0,63.3,2.1,46.1,53.3,0,0.0,0,0,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.2031315364847905
35896,8.51,7.9,8.77,8.78,9.15,9.02,9.26,8.97,8.74,100.0,2,5,2.0,2,1,85.5,4.0,73.8,55.40852962724507,0,18.18,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
35897,8.82,9.31,9.22,8.5,8.89,9.46,9.53,9.15,8.97,91.2,1,4,3.0,4,1,85.7,4.3,73.8,69.4,1,22.66,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068692,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
35898,5.91,6.61,6.24,6.48,6.79,6.68,6.61,6.19,6.23,67.9,1,2,2.0,2,0,76.3,2.5,52.8,46.3,1,0.0,0,0,0.6553077968490462,0.661128903122498,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.2031315364847905
35899,8.84,8.71,9.26,8.39,8.83,9.17,9.43,9.26,8.87,73.9,2,3,2.0,2,2,85.6,5.0,75.5,93.4,1,22.71,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
35900,6.89,7.29,7.12,6.84,7.55,7.51,7.75,7.81,7.41,71.2,1,2,1.0,2,0,61.9,2.6,57.0,55.7,0,8.99,0,1,0.6583148043673049,0.6553480475382003,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
35901,7.72,7.04,7.75,6.83,7.47,7.48,7.07,7.79,7.41,76.6,1,2,2.0,2,1,62.5,2.6,50.9,58.3,0,8.79,0,1,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
35902,10.0,9.69,9.43,9.83,9.82,10.0,10.0,9.91,9.74,71.2,2,4,3.0,5,2,68.85926127341149,3.2,62.1,65.6,1,25.94,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35903,7.19,6.63,7.0,6.93,7.1,7.3,7.32,6.64,7.02,70.8,0,1,1.0,1,1,65.6,3.6,60.3,51.2,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.3022949379598111,0.7792716749065477
35904,6.97,6.73,7.18,6.71,6.91,7.49,7.85,7.17,7.11,87.7,2,3,1.8044691509931448,4,2,77.6,5.0,73.1,70.7,1,8.88,0,1,0.6583148043673049,0.6591515870661525,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
35905,4.0,4.0,4.01,4.08,4.0,4.0,4.07,4.0,4.05,59.4,0,1,0.0,0,0,52.5,1.7,31.2,30.7,0,0.0,0,0,0.6553077968490462,0.6591515870661525,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
35906,8.7,8.86,9.12,8.6,9.19,9.42,9.17,9.48,9.03,93.8,2,2,3.0,3,1,88.5,3.8,71.8,55.40852962724507,0,18.64,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068692,0.6563886424134872,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35907,6.84,7.22,7.28,8.09,6.88,7.15,7.59,7.68,7.32,100.0,1,4,3.0,4,2,82.3,2.7,60.4,100.0,1,8.56,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
35908,7.81,7.92,7.32,8.45,7.99,7.59,7.85,7.67,7.78,76.7,1,2,2.0,1,0,57.7,3.0,44.6,57.2,1,8.55,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
35909,7.67,8.2,7.71,7.83,7.59,7.62,7.68,7.25,7.44,71.4,0,1,1.0,1,0,56.7,2.6,32.1,32.9,0,0.0,0,0,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.7792716749065477
35910,6.34,6.54,6.15,5.84,6.63,6.65,6.05,6.55,6.28,60.5,0,1,1.0,1,0,47.9,1.8,29.1,24.8,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.2031315364847905
35911,9.57,9.84,10.0,9.88,10.0,10.0,10.0,10.0,9.99,79.0,2,3,2.0,3,2,68.85926127341149,3.1,93.1,72.4,1,25.51,0,1,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.6532128154644711,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
35912,7.18,7.19,7.53,7.23,7.08,7.05,7.29,6.97,7.16,77.2,2,3,2.0,3,1,83.8,3.0,76.5,64.9,0,8.25,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
35913,8.46,8.5,8.61,8.77,8.49,9.09,8.47,8.87,8.57,72.5,3,2,2.0,1,0,73.9,3.4,60.4,36.5,0,18.56,0,1,0.6553077968490462,0.6553480475382003,0.3018718274111675,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35914,5.47,5.11,6.04,5.51,5.51,5.64,5.32,6.1,5.74,68.9,0,1,0.0,0,0,52.1,1.2,30.2,26.7,1,0.0,0,0,0.6553077968490462,0.661128903122498,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.2031315364847905
35915,6.34,6.88,7.29,6.82,6.76,7.31,6.7,6.8,6.89,59.7,1,1,1.8044691509931448,2,0,68.1,2.8,59.5,55.40852962724507,1,10.81,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
35916,6.83,6.82,6.7,6.49,6.93,7.04,7.48,6.74,6.72,76.5,1,2,0.0,2,1,50.2,2.4,62.5,65.7,1,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.3022949379598111,0.7792716749065477
35917,9.08,8.91,9.42,8.76,8.87,9.32,9.46,10.0,9.08,85.2,1,3,3.0,2,2,91.2,5.0,70.4,69.3,0,18.17,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068692,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936576
35918,7.26,7.65,7.26,7.43,6.75,7.31,7.58,7.36,7.45,85.3,3,3,2.0,4,1,81.5,4.7,88.1,55.40852962724507,1,8.72,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068692,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
35919,7.8,8.03,7.79,7.53,7.6,8.16,7.89,7.24,7.67,83.9,1,2,2.0,2,0,68.85926127341149,3.154210956663942,56.7,36.8,1,8.86,0,1,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
35920,9.92,9.17,10.0,9.67,9.16,9.96,9.86,9.8,9.53,80.7,2,3,4.0,2,1,87.1,3.3,88.3,55.40852962724507,1,18.09,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.3022949379598111,0.9910676817936576
35921,8.94,9.09,8.85,8.99,9.14,9.31,8.89,9.76,9.32,86.4,2,4,4.0,3,1,68.85926127341149,3.5,70.3,55.40852962724507,1,18.67,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6486231313926043,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936576
35922,9.16,8.49,8.47,9.31,9.47,9.71,9.03,9.05,8.9,71.5,2,3,3.0,4,0,59.9,4.8,89.7,68.6,0,18.82,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35923,9.11,9.29,9.02,9.6,9.35,9.15,9.08,8.81,8.97,69.3,1,2,2.0,1,1,77.2,2.5,64.4,58.4,0,18.63,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936576
35924,9.93,10.0,10.0,9.66,9.87,10.0,10.0,10.0,9.94,89.9,1,3,3.0,3,2,77.2,4.2,80.4,55.40852962724507,1,18.37,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936576
35925,7.58,7.66,7.7,7.72,7.17,7.69,7.1,7.98,7.63,77.7,1,3,1.0,1,0,60.9,3.3,43.5,55.1,1,8.6,0,1,0.6553077968490462,0.6609427609427609,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
35926,4.36,4.78,4.7,4.86,4.89,4.54,4.71,4.88,4.62,56.5,0,1,1.0,0,0,55.9,1.4,23.5,32.1,1,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.2031315364847905
35927,7.79,7.73,7.51,7.99,7.89,8.02,7.78,7.7,7.73,100.0,2,3,2.0,3,2,100.0,4.3,70.7,100.0,1,8.46,0,1,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
35928,8.48,8.49,8.57,8.12,8.17,8.31,8.27,8.59,8.27,82.2,1,1,2.0,2,0,71.2,3.3,54.4,53.6,0,18.66,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936576
35929,5.66,6.3,5.96,6.22,5.9,6.16,6.21,6.11,6.13,53.6,0,1,0.0,0,1,46.6,1.8,23.9,27.0,0,0.0,0,0,0.6553077968490462,0.6597051597051597,0.3018718274111675,0.6532128154644711,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.2031315364847905
35930,9.38,9.57,9.63,9.73,10.0,9.56,10.0,10.0,9.62,91.8,1,3,3.0,4,1,96.3,4.1,83.5,72.4,0,18.62,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068692,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936576
35931,10.0,10.0,9.89,10.0,9.68,10.0,10.0,9.91,9.99,83.5,2,2,2.0,4,2,68.85926127341149,4.0,70.3,66.7,1,25.52,0,1,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.651540003644979,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35932,9.53,9.66,9.9,10.0,9.69,9.84,9.55,9.29,9.71,82.6,1,3,2.0,3,2,74.4,5.0,66.9,74.6,0,18.73,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068692,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936576
35933,5.27,5.41,5.5,4.88,5.36,5.21,5.39,5.21,5.33,84.1,0,2,1.0,2,1,55.4,2.1,48.9,62.2,1,0.0,0,0,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.2031315364847905
35934,6.67,6.74,7.29,6.76,6.68,6.55,6.32,6.86,6.64,60.7,1,1,2.0,2,0,76.3,2.4,54.0,58.5,1,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.3022949379598111,0.7792716749065477
35935,7.24,7.63,7.68,7.72,7.74,7.59,7.92,7.74,7.6,99.6,2,4,3.0,3,2,79.2,3.2,87.5,71.6,1,8.38,0,1,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
