Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30.0,2,241.0,1,7.0,3.0,3,1.0,1609.0,2.0,1,48.0,2.0,1.0,6,2.0,1,2141.0,5348.0,1.0,0,0,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,0
45.0,2,1015.0,1,5.0,5.0,3,1.0,1611.0,3.0,0,50.0,1.0,2.0,2,1.0,2,5769.0,23447.0,1.0,0,1,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,0
45.0,0,336.0,2,26.0,3.0,2,1.0,1612.0,1.0,1,52.0,2.0,2.0,7,1.0,1,4385.0,24162.0,1.0,0,0,15.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0,0
31.0,1,715.0,2,2.0,4.0,4,1.0,1613.0,4.0,1,54.0,3.0,2.0,7,1.0,2,5332.0,21602.0,7.0,0,0,13.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,5.0,2.0,0.0,3.0,0
36.0,2,559.0,1,12.0,4.0,1,1.0,1614.0,3.0,0,76.0,3.0,2.0,4,3.0,1,4663.0,12421.0,9.0,0,1,12.0,3.0,2.0,80.0,2.0,7.0,2.0,3.0,3.0,2.0,1.0,1.0,0
34.0,1,426.0,1,10.0,4.0,1,1.0,1615.0,3.0,1,42.0,4.0,2.0,4,4.0,0,4724.0,17000.0,1.0,0,0,13.0,3.0,1.0,80.0,1.0,9.0,3.0,3.0,9.0,7.0,7.0,2.0,0
49.0,2,722.0,1,25.0,4.0,1,1.0,1617.0,3.0,0,84.0,3.0,1.0,2,1.0,1,3211.0,22102.0,1.0,0,0,14.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,9.0,6.0,1.0,4.0,0
39.0,2,1387.0,1,10.0,5.0,3,1.0,1618.0,2.0,1,76.0,3.0,2.0,4,1.0,1,5377.0,3835.0,2.0,0,0,13.0,3.0,4.0,80.0,3.0,10.0,3.0,3.0,7.0,7.0,7.0,7.0,0
27.0,2,1302.0,1,19.0,3.0,4,1.0,1619.0,4.0,1,67.0,2.0,1.0,2,1.0,0,4066.0,16290.0,1.0,0,0,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0,0
35.0,2,819.0,1,18.0,5.0,1,1.0,1621.0,2.0,1,48.0,4.0,2.0,6,1.0,1,5208.0,26312.0,1.0,0,0,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0,0
28.0,2,580.0,1,27.0,3.0,3,1.0,1622.0,2.0,0,39.0,1.0,2.0,4,1.0,0,4877.0,20460.0,0.0,0,0,21.0,4.0,2.0,80.0,1.0,6.0,5.0,2.0,5.0,3.0,0.0,0.0,0
21.0,2,546.0,1,5.0,1.0,3,1.0,1623.0,3.0,1,97.0,3.0,1.0,6,4.0,2,3117.0,26009.0,1.0,0,0,18.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,0
18.0,1,544.0,2,3.0,2.0,3,1.0,1624.0,2.0,0,70.0,3.0,1.0,8,4.0,2,1569.0,18420.0,1.0,0,1,12.0,3.0,3.0,80.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1
47.0,2,1176.0,0,26.0,4.0,1,1.0,1625.0,4.0,0,98.0,3.0,5.0,3,3.0,1,19658.0,5220.0,3.0,0,0,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,5.0,2.0,1.0,0.0,0
39.0,2,170.0,1,3.0,2.0,3,1.0,1627.0,3.0,1,76.0,2.0,2.0,2,3.0,0,3069.0,10302.0,0.0,0,0,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,10.0,8.0,0.0,7.0,0
40.0,2,884.0,1,15.0,3.0,1,1.0,1628.0,1.0,0,80.0,2.0,3.0,4,3.0,1,10435.0,25800.0,1.0,0,0,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0,0
35.0,0,208.0,1,8.0,4.0,1,1.0,1630.0,3.0,0,52.0,3.0,2.0,0,3.0,1,4148.0,12250.0,1.0,0,0,12.0,3.0,4.0,80.0,1.0,15.0,5.0,3.0,14.0,11.0,2.0,9.0,0
37.0,2,671.0,1,19.0,3.0,1,1.0,1631.0,3.0,1,85.0,3.0,2.0,4,3.0,1,5768.0,26493.0,3.0,0,0,17.0,3.0,1.0,80.0,3.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0,0
39.0,1,711.0,1,4.0,3.0,3,1.0,1633.0,1.0,0,81.0,3.0,2.0,4,3.0,2,5042.0,3140.0,0.0,0,0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8.0,0
45.0,2,1329.0,1,2.0,2.0,4,1.0,1635.0,4.0,0,59.0,2.0,2.0,4,4.0,0,5770.0,5388.0,1.0,0,0,19.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,7.0,3.0,9.0,0
38.0,2,397.0,1,2.0,2.0,3,1.0,1638.0,4.0,0,54.0,2.0,3.0,4,3.0,1,7756.0,14199.0,3.0,0,1,19.0,3.0,4.0,80.0,1.0,10.0,6.0,4.0,5.0,4.0,0.0,2.0,0
35.0,2,737.0,2,10.0,3.0,3,1.0,1639.0,4.0,1,55.0,2.0,3.0,7,1.0,1,10306.0,21530.0,9.0,0,0,17.0,3.0,3.0,80.0,0.0,15.0,3.0,3.0,13.0,12.0,6.0,0.0,1
37.0,2,1470.0,1,10.0,3.0,3,1.0,1640.0,2.0,0,71.0,3.0,1.0,6,2.0,1,3936.0,9953.0,1.0,0,0,11.0,3.0,1.0,80.0,1.0,8.0,2.0,1.0,8.0,4.0,7.0,7.0,0
40.0,2,448.0,1,16.0,3.0,1,1.0,1641.0,3.0,0,84.0,3.0,3.0,4,4.0,2,7945.0,19948.0,6.0,0,1,15.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,4.0,2.0,3.0,3.0,0
44.0,1,602.0,0,1.0,5.0,0,1.0,1642.0,1.0,1,37.0,3.0,2.0,1,4.0,1,5743.0,10503.0,4.0,0,1,11.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,2.0,0
48.0,1,365.0,1,4.0,5.0,3,1.0,1644.0,3.0,1,89.0,2.0,4.0,3,4.0,1,15202.0,5602.0,2.0,0,0,25.0,4.0,2.0,80.0,1.0,23.0,3.0,3.0,2.0,2.0,2.0,2.0,0
35.0,2,763.0,2,15.0,2.0,3,1.0,1645.0,1.0,1,59.0,1.0,2.0,7,4.0,0,5440.0,22098.0,6.0,0,1,14.0,3.0,4.0,80.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1
24.0,1,567.0,1,2.0,1.0,5,1.0,1646.0,1.0,0,32.0,3.0,1.0,6,4.0,2,3760.0,17218.0,1.0,0,1,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,3.0,1.0,3.0,0
27.0,2,486.0,1,8.0,3.0,3,1.0,1647.0,2.0,0,86.0,4.0,1.0,6,3.0,1,3517.0,22490.0,7.0,0,0,17.0,3.0,1.0,80.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,2.0,0
27.0,1,591.0,1,2.0,3.0,3,1.0,1648.0,4.0,1,87.0,3.0,1.0,6,4.0,2,2580.0,6297.0,2.0,0,0,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,0
40.0,2,1329.0,1,7.0,3.0,1,1.0,1649.0,1.0,1,73.0,3.0,1.0,2,1.0,2,2166.0,3339.0,3.0,0,1,14.0,3.0,2.0,80.0,0.0,10.0,3.0,1.0,4.0,2.0,0.0,3.0,1
29.0,2,469.0,2,10.0,3.0,3,1.0,1650.0,3.0,1,42.0,2.0,2.0,7,3.0,2,5869.0,23413.0,9.0,0,0,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,0
36.0,2,711.0,1,5.0,4.0,1,1.0,1651.0,2.0,0,42.0,3.0,3.0,0,1.0,1,8008.0,22792.0,4.0,0,0,12.0,3.0,3.0,80.0,2.0,9.0,6.0,3.0,3.0,2.0,0.0,2.0,0
25.0,1,772.0,1,2.0,1.0,1,1.0,1653.0,4.0,1,77.0,4.0,2.0,4,3.0,0,5206.0,4973.0,1.0,0,0,17.0,3.0,3.0,80.0,2.0,7.0,6.0,3.0,7.0,7.0,0.0,7.0,0
39.0,2,492.0,1,12.0,3.0,3,1.0,1654.0,4.0,1,66.0,3.0,2.0,4,2.0,1,5295.0,7693.0,4.0,0,0,21.0,4.0,3.0,80.0,0.0,7.0,3.0,3.0,5.0,4.0,1.0,0.0,0
49.0,2,301.0,1,22.0,4.0,4,1.0,1655.0,1.0,0,72.0,3.0,4.0,5,2.0,1,16413.0,3498.0,3.0,0,0,16.0,3.0,2.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0,0
50.0,2,813.0,1,17.0,5.0,1,1.0,1656.0,4.0,0,50.0,2.0,3.0,5,1.0,0,13269.0,21981.0,5.0,0,0,15.0,3.0,3.0,80.0,3.0,19.0,3.0,3.0,14.0,11.0,1.0,11.0,0
20.0,2,1141.0,2,2.0,3.0,3,1.0,1657.0,3.0,0,31.0,3.0,1.0,8,3.0,2,2783.0,13251.0,1.0,0,0,19.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0
34.0,2,1130.0,1,3.0,3.0,1,1.0,1658.0,4.0,0,66.0,3.0,2.0,6,2.0,0,5433.0,19332.0,1.0,0,0,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,0
36.0,2,311.0,1,7.0,3.0,1,1.0,1659.0,1.0,1,77.0,3.0,1.0,2,2.0,2,2013.0,10950.0,2.0,0,0,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0,0
49.0,2,465.0,1,6.0,1.0,1,1.0,1661.0,3.0,0,41.0,2.0,4.0,0,3.0,1,13966.0,11652.0,2.0,0,1,19.0,3.0,2.0,80.0,1.0,30.0,3.0,3.0,15.0,11.0,2.0,12.0,0
36.0,0,894.0,1,1.0,4.0,3,1.0,1662.0,4.0,0,33.0,2.0,2.0,4,3.0,1,4374.0,15411.0,0.0,0,0,15.0,3.0,3.0,80.0,0.0,4.0,6.0,3.0,3.0,2.0,1.0,2.0,0
36.0,2,1040.0,1,3.0,2.0,1,1.0,1664.0,4.0,1,79.0,4.0,2.0,0,1.0,0,6842.0,26308.0,6.0,0,0,20.0,4.0,1.0,80.0,1.0,13.0,3.0,3.0,5.0,4.0,0.0,4.0,0
54.0,2,584.0,1,22.0,5.0,3,1.0,1665.0,2.0,0,91.0,3.0,4.0,3,3.0,1,17426.0,18685.0,3.0,0,0,25.0,4.0,3.0,80.0,1.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0,0
43.0,2,1291.0,1,15.0,2.0,1,1.0,1666.0,3.0,1,65.0,2.0,4.0,5,3.0,1,17603.0,3525.0,1.0,0,0,24.0,4.0,1.0,80.0,1.0,14.0,3.0,3.0,14.0,10.0,6.0,11.0,0
35.0,1,880.0,2,12.0,4.0,4,1.0,1667.0,4.0,1,36.0,3.0,2.0,7,4.0,2,4581.0,10414.0,3.0,0,1,24.0,4.0,1.0,80.0,0.0,13.0,2.0,4.0,11.0,9.0,6.0,7.0,1
38.0,1,1189.0,1,1.0,3.0,1,1.0,1668.0,4.0,1,90.0,3.0,2.0,6,4.0,1,4735.0,9867.0,7.0,0,0,15.0,3.0,4.0,80.0,2.0,19.0,4.0,4.0,13.0,11.0,2.0,9.0,0
29.0,2,991.0,2,5.0,3.0,3,1.0,1669.0,1.0,1,43.0,2.0,2.0,7,2.0,0,4187.0,3356.0,1.0,0,1,13.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,10.0,0.0,0.0,9.0,0
33.0,2,392.0,2,2.0,4.0,3,1.0,1670.0,4.0,1,93.0,3.0,2.0,7,4.0,0,5505.0,3921.0,1.0,0,0,14.0,3.0,3.0,80.0,2.0,6.0,5.0,3.0,6.0,2.0,0.0,4.0,0
32.0,2,977.0,1,2.0,3.0,3,1.0,1671.0,4.0,1,45.0,3.0,2.0,6,2.0,0,5470.0,25518.0,0.0,0,0,13.0,3.0,3.0,80.0,2.0,10.0,4.0,2.0,9.0,5.0,1.0,6.0,0
31.0,2,1112.0,2,5.0,4.0,1,1.0,1673.0,1.0,0,67.0,3.0,2.0,7,4.0,1,5476.0,22589.0,1.0,0,0,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,0
49.0,2,464.0,1,16.0,3.0,3,1.0,1674.0,4.0,0,74.0,3.0,1.0,2,1.0,0,2587.0,24941.0,4.0,0,1,16.0,3.0,2.0,80.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,0
38.0,1,148.0,1,2.0,3.0,3,1.0,1675.0,4.0,0,42.0,2.0,1.0,2,2.0,2,2440.0,23826.0,1.0,0,0,22.0,4.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0
47.0,2,1225.0,2,2.0,4.0,1,1.0,1676.0,2.0,0,47.0,4.0,4.0,3,2.0,0,15972.0,21086.0,6.0,0,0,14.0,3.0,3.0,80.0,3.0,29.0,2.0,3.0,3.0,2.0,1.0,2.0,0
49.0,2,809.0,1,1.0,3.0,1,1.0,1677.0,3.0,1,36.0,3.0,4.0,3,3.0,2,15379.0,22384.0,4.0,0,0,14.0,3.0,1.0,80.0,0.0,23.0,2.0,3.0,8.0,7.0,0.0,0.0,0
41.0,2,1206.0,2,23.0,2.0,1,1.0,1678.0,4.0,1,80.0,3.0,3.0,7,3.0,2,7082.0,11591.0,3.0,0,1,16.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,2.0,0.0,0.0,2.0,0
20.0,2,727.0,2,9.0,1.0,1,1.0,1680.0,4.0,1,54.0,3.0,1.0,8,1.0,2,2728.0,21082.0,1.0,0,0,11.0,3.0,1.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0
33.0,0,530.0,2,16.0,3.0,1,1.0,1681.0,3.0,0,36.0,3.0,2.0,7,4.0,0,5368.0,16130.0,1.0,0,1,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,2.0,0
36.0,2,1351.0,1,26.0,4.0,1,1.0,1682.0,1.0,1,80.0,3.0,2.0,0,3.0,1,5347.0,7419.0,6.0,0,0,14.0,3.0,2.0,80.0,2.0,10.0,2.0,2.0,3.0,2.0,0.0,2.0,0
44.0,2,528.0,0,1.0,3.0,1,1.0,1683.0,3.0,0,44.0,3.0,1.0,1,4.0,0,3195.0,4167.0,4.0,0,1,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,0
23.0,2,1320.0,1,8.0,1.0,3,1.0,1684.0,4.0,1,93.0,2.0,1.0,2,3.0,2,3989.0,20586.0,1.0,0,1,11.0,3.0,1.0,80.0,0.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,1
38.0,2,1495.0,1,4.0,2.0,3,1.0,1687.0,4.0,0,87.0,3.0,1.0,2,3.0,1,3306.0,26176.0,7.0,0,0,19.0,3.0,4.0,80.0,1.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0
53.0,2,1395.0,1,24.0,4.0,3,1.0,1689.0,2.0,1,48.0,4.0,3.0,0,4.0,1,7005.0,3458.0,3.0,0,0,15.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,0
48.0,1,708.0,2,7.0,2.0,3,1.0,1691.0,4.0,0,95.0,3.0,1.0,8,3.0,1,2655.0,11740.0,2.0,0,1,11.0,3.0,3.0,80.0,2.0,19.0,3.0,3.0,9.0,7.0,7.0,7.0,1
32.0,2,1259.0,1,2.0,4.0,1,1.0,1692.0,4.0,1,95.0,3.0,1.0,2,2.0,2,1393.0,24852.0,1.0,0,0,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
26.0,0,786.0,1,7.0,3.0,3,1.0,1693.0,4.0,1,76.0,3.0,1.0,2,4.0,2,2570.0,11925.0,1.0,0,0,20.0,4.0,3.0,80.0,0.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0,0
55.0,2,1441.0,1,22.0,3.0,5,1.0,1694.0,1.0,1,94.0,2.0,1.0,6,2.0,0,3537.0,23737.0,5.0,0,0,12.0,3.0,4.0,80.0,1.0,8.0,1.0,3.0,4.0,2.0,1.0,2.0,0
34.0,2,1157.0,1,5.0,2.0,3,1.0,1696.0,2.0,1,57.0,2.0,2.0,2,4.0,1,3986.0,11912.0,1.0,0,0,14.0,3.0,3.0,80.0,1.0,15.0,3.0,4.0,15.0,10.0,4.0,13.0,0
60.0,2,370.0,1,1.0,4.0,3,1.0,1697.0,3.0,1,92.0,1.0,3.0,0,4.0,0,10883.0,20467.0,3.0,0,0,20.0,4.0,3.0,80.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0,0
33.0,2,267.0,1,21.0,3.0,3,1.0,1698.0,2.0,1,79.0,4.0,1.0,2,2.0,1,2028.0,13637.0,1.0,0,0,18.0,3.0,4.0,80.0,3.0,14.0,6.0,3.0,14.0,11.0,2.0,13.0,0
37.0,1,1278.0,2,1.0,4.0,3,1.0,1700.0,3.0,1,31.0,1.0,2.0,7,4.0,0,9525.0,7677.0,1.0,0,0,14.0,3.0,3.0,80.0,2.0,6.0,2.0,2.0,6.0,3.0,1.0,3.0,0
34.0,2,678.0,1,19.0,3.0,1,1.0,1701.0,2.0,0,35.0,2.0,1.0,6,4.0,1,2929.0,20338.0,1.0,0,0,12.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,7.0,0
23.0,2,427.0,2,7.0,3.0,1,1.0,1702.0,3.0,1,99.0,3.0,1.0,8,4.0,0,2275.0,25103.0,1.0,0,1,21.0,4.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,1
44.0,2,921.0,1,2.0,3.0,1,1.0,1703.0,3.0,0,96.0,4.0,3.0,0,4.0,1,7879.0,14810.0,1.0,0,1,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,0
35.0,1,146.0,1,2.0,4.0,3,1.0,1704.0,1.0,1,79.0,2.0,1.0,6,4.0,2,4930.0,13970.0,0.0,0,1,14.0,3.0,3.0,80.0,0.0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,0
43.0,2,1179.0,2,2.0,3.0,3,1.0,1706.0,4.0,1,73.0,3.0,2.0,7,4.0,1,7847.0,6069.0,1.0,0,1,17.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,9.0,8.0,8.0,0
24.0,2,581.0,1,9.0,3.0,3,1.0,1707.0,3.0,1,62.0,4.0,1.0,6,3.0,1,4401.0,17616.0,1.0,0,0,16.0,3.0,4.0,80.0,1.0,5.0,1.0,3.0,5.0,3.0,0.0,4.0,0
41.0,2,918.0,2,6.0,3.0,2,1.0,1708.0,4.0,1,35.0,3.0,3.0,7,3.0,2,9241.0,15869.0,1.0,0,0,12.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,8.0,8.0,7.0,0
29.0,2,1082.0,1,9.0,4.0,3,1.0,1709.0,4.0,0,43.0,3.0,1.0,2,3.0,1,2974.0,25412.0,9.0,0,0,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,0
36.0,2,530.0,2,2.0,4.0,1,1.0,1710.0,3.0,0,51.0,3.0,2.0,8,4.0,2,4502.0,7439.0,3.0,0,0,15.0,3.0,3.0,80.0,0.0,17.0,2.0,2.0,13.0,7.0,6.0,7.0,0
45.0,0,1238.0,1,1.0,1.0,1,1.0,1712.0,3.0,1,74.0,2.0,3.0,0,3.0,1,10748.0,3395.0,3.0,0,0,23.0,4.0,4.0,80.0,1.0,25.0,3.0,2.0,23.0,15.0,14.0,4.0,0
24.0,2,240.0,0,22.0,1.0,0,1.0,1714.0,4.0,1,58.0,1.0,1.0,1,3.0,1,1555.0,11585.0,1.0,0,0,11.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
47.0,1,1093.0,2,9.0,3.0,1,1.0,1716.0,3.0,1,82.0,1.0,4.0,7,3.0,1,12936.0,24164.0,7.0,0,0,11.0,3.0,3.0,80.0,0.0,25.0,3.0,1.0,23.0,5.0,14.0,10.0,1
26.0,2,390.0,1,17.0,4.0,3,1.0,1718.0,4.0,1,62.0,1.0,1.0,2,3.0,1,2305.0,6217.0,1.0,0,0,15.0,3.0,3.0,80.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,2.0,0
45.0,2,1005.0,1,28.0,2.0,5,1.0,1719.0,4.0,0,48.0,2.0,4.0,5,2.0,2,16704.0,17119.0,1.0,0,0,11.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,8.0,6.0,0
32.0,1,585.0,1,10.0,3.0,1,1.0,1720.0,1.0,1,56.0,3.0,1.0,6,3.0,1,3433.0,17360.0,6.0,0,0,13.0,3.0,1.0,80.0,1.0,10.0,3.0,2.0,5.0,2.0,1.0,3.0,0
31.0,2,741.0,1,2.0,4.0,1,1.0,1721.0,2.0,1,69.0,3.0,1.0,2,3.0,1,3477.0,18103.0,1.0,0,0,14.0,3.0,4.0,80.0,1.0,6.0,2.0,4.0,5.0,2.0,0.0,3.0,0
41.0,0,552.0,0,4.0,3.0,0,1.0,1722.0,3.0,1,60.0,1.0,2.0,1,2.0,1,6430.0,20794.0,6.0,0,0,19.0,3.0,2.0,80.0,1.0,10.0,4.0,3.0,3.0,2.0,1.0,2.0,0
40.0,2,369.0,1,8.0,2.0,1,1.0,1724.0,2.0,0,92.0,3.0,2.0,4,1.0,1,6516.0,5041.0,2.0,0,1,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,0
24.0,2,506.0,1,29.0,1.0,3,1.0,1725.0,2.0,1,91.0,3.0,1.0,2,1.0,0,3907.0,3622.0,1.0,0,0,13.0,3.0,2.0,80.0,3.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,0
46.0,2,717.0,1,13.0,4.0,1,1.0,1727.0,3.0,1,34.0,3.0,2.0,0,2.0,2,5562.0,9697.0,6.0,0,0,14.0,3.0,4.0,80.0,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0,0
35.0,2,1370.0,1,27.0,4.0,1,1.0,1728.0,4.0,1,49.0,3.0,2.0,4,3.0,1,6883.0,5151.0,2.0,0,0,16.0,3.0,2.0,80.0,1.0,17.0,3.0,3.0,7.0,7.0,0.0,7.0,0
30.0,2,793.0,1,16.0,1.0,1,1.0,1729.0,2.0,1,33.0,3.0,1.0,6,4.0,1,2862.0,3811.0,1.0,0,0,12.0,3.0,2.0,80.0,1.0,10.0,2.0,2.0,10.0,0.0,0.0,8.0,0
47.0,0,543.0,2,2.0,4.0,2,1.0,1731.0,3.0,1,87.0,3.0,2.0,7,2.0,1,4978.0,3536.0,7.0,0,0,11.0,3.0,4.0,80.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0
46.0,2,1277.0,2,2.0,3.0,1,1.0,1732.0,3.0,1,74.0,3.0,3.0,7,4.0,0,10368.0,5596.0,4.0,0,1,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0,0
36.0,2,1456.0,2,13.0,5.0,2,1.0,1733.0,2.0,1,96.0,2.0,2.0,7,1.0,0,6134.0,8658.0,5.0,0,1,13.0,3.0,2.0,80.0,3.0,16.0,3.0,3.0,2.0,2.0,2.0,2.0,1
32.0,2,964.0,2,1.0,2.0,1,1.0,1734.0,1.0,1,34.0,1.0,2.0,7,2.0,2,6735.0,12147.0,6.0,0,0,15.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,1
23.0,2,160.0,1,4.0,1.0,3,1.0,1735.0,3.0,0,51.0,3.0,1.0,2,2.0,2,3295.0,12862.0,1.0,0,0,13.0,3.0,3.0,80.0,0.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,0
31.0,1,163.0,1,24.0,1.0,5,1.0,1736.0,4.0,0,30.0,3.0,2.0,4,4.0,2,5238.0,6670.0,2.0,0,0,20.0,4.0,4.0,80.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,0
39.0,0,792.0,1,1.0,3.0,1,1.0,1737.0,4.0,1,77.0,3.0,2.0,2,4.0,1,6472.0,8989.0,1.0,0,1,15.0,3.0,4.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,5.0,8.0,0
32.0,2,371.0,2,19.0,3.0,1,1.0,1739.0,4.0,1,80.0,1.0,3.0,7,3.0,1,9610.0,3840.0,3.0,0,0,13.0,3.0,3.0,80.0,1.0,10.0,2.0,1.0,4.0,3.0,0.0,2.0,0
40.0,2,611.0,2,7.0,4.0,3,1.0,1740.0,2.0,1,88.0,3.0,5.0,3,2.0,2,19833.0,4349.0,1.0,0,0,14.0,3.0,2.0,80.0,0.0,21.0,3.0,2.0,21.0,8.0,12.0,8.0,0
45.0,2,176.0,0,4.0,3.0,1,1.0,1744.0,3.0,0,56.0,1.0,3.0,1,3.0,1,9756.0,6595.0,4.0,0,0,21.0,4.0,3.0,80.0,2.0,9.0,2.0,4.0,5.0,0.0,0.0,3.0,0
30.0,1,1312.0,1,2.0,4.0,5,1.0,1745.0,4.0,0,78.0,2.0,1.0,6,1.0,2,4968.0,26427.0,0.0,0,0,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,0
24.0,1,897.0,0,10.0,3.0,3,1.0,1746.0,1.0,1,59.0,3.0,1.0,1,4.0,1,2145.0,2097.0,0.0,0,0,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0
30.0,1,600.0,0,8.0,3.0,0,1.0,1747.0,3.0,0,66.0,2.0,1.0,1,4.0,0,2180.0,9732.0,6.0,0,0,11.0,3.0,3.0,80.0,1.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,1
31.0,2,1003.0,2,5.0,3.0,5,1.0,1749.0,1.0,1,51.0,3.0,2.0,7,3.0,1,8346.0,20943.0,1.0,0,0,19.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,0
27.0,2,1054.0,1,8.0,3.0,3,1.0,1751.0,3.0,0,67.0,3.0,1.0,6,4.0,2,3445.0,6152.0,1.0,0,0,11.0,3.0,3.0,80.0,0.0,6.0,5.0,2.0,6.0,2.0,1.0,4.0,0
29.0,2,428.0,2,9.0,3.0,2,1.0,1752.0,2.0,0,52.0,1.0,1.0,8,2.0,2,2760.0,14630.0,1.0,0,0,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1
